date,file_name,product,file_size_mb,status
20150320,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150320000000-fv08.1.nc,ESA_CCI_COMBINED,1.51,Downloaded
20150321,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150321000000-fv08.1.nc,ESA_CCI_COMBINED,1.51,Downloaded
20150322,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150322000000-fv08.1.nc,ESA_CCI_COMBINED,1.53,Downloaded
20150323,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150323000000-fv08.1.nc,ESA_CCI_COMBINED,1.51,Downloaded
20150324,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150324000000-fv08.1.nc,ESA_CCI_COMBINED,1.51,Downloaded
20150325,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150325000000-fv08.1.nc,ESA_CCI_COMBINED,1.53,Downloaded
20150326,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150326000000-fv08.1.nc,ESA_CCI_COMBINED,1.56,Downloaded
20150327,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150327000000-fv08.1.nc,ESA_CCI_COMBINED,1.57,Downloaded
20150328,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150328000000-fv08.1.nc,ESA_CCI_COMBINED,1.57,Downloaded
20150329,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150329000000-fv08.1.nc,ESA_CCI_COMBINED,1.57,Downloaded
20150330,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150330000000-fv08.1.nc,ESA_CCI_COMBINED,1.58,Downloaded
20150331,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150331000000-fv08.1.nc,ESA_CCI_COMBINED,1.59,Downloaded
20150401,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150401000000-fv08.1.nc,ESA_CCI_COMBINED,1.58,Downloaded
20150402,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150402000000-fv08.1.nc,ESA_CCI_COMBINED,1.59,Downloaded
20150403,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150403000000-fv08.1.nc,ESA_CCI_COMBINED,1.6,Downloaded
20150404,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150404000000-fv08.1.nc,ESA_CCI_COMBINED,1.59,Downloaded
20150405,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150405000000-fv08.1.nc,ESA_CCI_COMBINED,1.58,Downloaded
20150406,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150406000000-fv08.1.nc,ESA_CCI_COMBINED,1.57,Downloaded
20150407,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150407000000-fv08.1.nc,ESA_CCI_COMBINED,1.59,Downloaded
20150408,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150408000000-fv08.1.nc,ESA_CCI_COMBINED,1.59,Downloaded
20150409,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150409000000-fv08.1.nc,ESA_CCI_COMBINED,1.61,Downloaded
20150410,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150410000000-fv08.1.nc,ESA_CCI_COMBINED,1.63,Downloaded
20150411,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150411000000-fv08.1.nc,ESA_CCI_COMBINED,1.66,Downloaded
20150412,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150412000000-fv08.1.nc,ESA_CCI_COMBINED,1.65,Downloaded
