type,path,expected_size,actual_size,expected_hash,actual_hash,status
CONFIG,hydrology/total_runoff/processing_log.yaml,2715,2715,6cb6d59186c4c0344f4a763cd5ef7b223a1100a05de36deadd610c1056f75531,6cb6d59186c4c0344f4a763cd5ef7b223a1100a05de36deadd610c1056f75531,PASSED
CONFIG,hydrology/baseflow/resolved_config.yaml,4301,4301,359475a71472934a7840ebaf6152d7106dff2153b7da3b28dfcaead979d58480,359475a71472934a7840ebaf6152d7106dff2153b7da3b28dfcaead979d58480,PASSED
METRICS,hydrology/baseflow/baseflow_differences_2016.json,273,273,93158a0f7866503c3ec555b352f4edfb8ff7b6b44b6c112c1c8132b5935b1c06,93158a0f7866503c3ec555b352f4edfb8ff7b6b44b6c112c1c8132b5935b1c06,PASSED
IMAGE,hydrology/baseflow/baseflow_differences_2016.png,177301,177301,86c8ce9dbca7581bc63de892acbf70cec0e4a445a88ad0bd9776dc810fd61325,86c8ce9dbca7581bc63de892acbf70cec0e4a445a88ad0bd9776dc810fd61325,PASSED
IMAGE,hydrology/baseflow/baseflow_annual_mean_2016.png,151629,151629,e771d2f642b299ea16baf0a25a64ac02b30dc5559fbff307aeacf1d91cee703e,e771d2f642b299ea16baf0a25a64ac02b30dc5559fbff307aeacf1d91cee703e,PASSED
METRICS,hydrology/baseflow/baseflow_domain_mean_timeseries_2016.json,290,290,6f2804008236317a4af0a16fb2fd96b38dd1fd2e67dbe576fcb670e1165cc0be,6f2804008236317a4af0a16fb2fd96b38dd1fd2e67dbe576fcb670e1165cc0be,PASSED
IMAGE,hydrology/baseflow/03_baseflow_domain_mean_timeseries_2016.png,521379,521379,90bface5fac08c7039aa01c07c1fa6d04791f8878c857be4c8e91d649282f4d9,90bface5fac08c7039aa01c07c1fa6d04791f8878c857be4c8e91d649282f4d9,PASSED
OTHER,hydrology/baseflow/02_baseflow_differences_2016.pdf,140954,140954,b4c7439a71931e903877092f00994f9553b2947de2e8101e3094ce5a20c20f15,b4c7439a71931e903877092f00994f9553b2947de2e8101e3094ce5a20c20f15,PASSED
OTHER,hydrology/baseflow/01_baseflow_annual_mean_2016.pdf,145404,145404,90469178dfd645d0f5c7b45f5840d8f43cde54b3c6d4e882ea43e1d165b16c61,90469178dfd645d0f5c7b45f5840d8f43cde54b3c6d4e882ea43e1d165b16c61,PASSED
IMAGE,hydrology/baseflow/baseflow_domain_mean_timeseries_2016.png,178320,178320,d8d91b51d1bff367b1808390a8c6d3ccaff84a1d3e7ff7486d6d3821488a7630,d8d91b51d1bff367b1808390a8c6d3ccaff84a1d3e7ff7486d6d3821488a7630,PASSED
IMAGE,hydrology/baseflow/02_baseflow_differences_2016.png,585199,585199,487859adbecebe097b70668ba5b311ba8dfef3941bb7a0060d1107d63ce2355f,487859adbecebe097b70668ba5b311ba8dfef3941bb7a0060d1107d63ce2355f,PASSED
METRICS,hydrology/baseflow/baseflow_annual_mean_2016.json,275,275,04ca21cb932fd2c02224e25168dec56036271e1ca2a839714853ab2b72a85f23,04ca21cb932fd2c02224e25168dec56036271e1ca2a839714853ab2b72a85f23,PASSED
IMAGE,hydrology/baseflow/01_baseflow_annual_mean_2016.png,513669,513669,fe04746e3dd07f090a4072ef527e471c09b6a510062d9837e7ab6d23b13141ce,fe04746e3dd07f090a4072ef527e471c09b6a510062d9837e7ab6d23b13141ce,PASSED
OTHER,hydrology/baseflow/03_baseflow_domain_mean_timeseries_2016.pdf,21749,21749,67bb3619224ee0aa867669ac91b19c4deb3115bfbc5f69120ff43211ce41897f,67bb3619224ee0aa867669ac91b19c4deb3115bfbc5f69120ff43211ce41897f,PASSED
CONFIG,hydrology/baseflow/processing_log.yaml,1165,1165,646574b94d8d1119b6a145f1a248ef9478dfa75df48b1c9f644476b34a6af678,646574b94d8d1119b6a145f1a248ef9478dfa75df48b1c9f644476b34a6af678,PASSED
METRICS,hydrology/evapotranspiration/evapotranspiration_domain_mean_timeseries_2016.json,330,330,7918a7f0e3e627c976cbbcd5f5ca7ac43c84b6184da3b2cdb0a09c5e5f518ead,7918a7f0e3e627c976cbbcd5f5ca7ac43c84b6184da3b2cdb0a09c5e5f518ead,PASSED
CONFIG,hydrology/evapotranspiration/resolved_config.yaml,4111,4111,412d5f6211d60d5a047df7a09b5d8430c2705473ae6511b61b5d55cf9d65a338,412d5f6211d60d5a047df7a09b5d8430c2705473ae6511b61b5d55cf9d65a338,PASSED
IMAGE,hydrology/evapotranspiration/evapotranspiration_domain_mean_timeseries_2016.png,515568,515568,e872d5f312e8ad52c1dfb6cda0c2fcc232873b1f60295dec4941dc1f4150641f,e872d5f312e8ad52c1dfb6cda0c2fcc232873b1f60295dec4941dc1f4150641f,PASSED
METRICS,hydrology/evapotranspiration/evapotranspiration_differences_2016.json,313,313,aee748bb0e44050d68787adf0b7880cf7846fdff8b50cbe3988dee5fea50790f,aee748bb0e44050d68787adf0b7880cf7846fdff8b50cbe3988dee5fea50790f,PASSED
IMAGE,hydrology/evapotranspiration/02_evapotranspiration_differences_2016.png,592977,592977,70591553ecbb2f104c27df14a4b7e004c1210e2a297edc7b30438b7871cc28c9,70591553ecbb2f104c27df14a4b7e004c1210e2a297edc7b30438b7871cc28c9,PASSED
IMAGE,hydrology/evapotranspiration/evapotranspiration_differences_2016.png,200705,200705,56376f913f76f2b7de3186cade6a64d003cc68cd046fc1d0c7de39dbd2cc5203,56376f913f76f2b7de3186cade6a64d003cc68cd046fc1d0c7de39dbd2cc5203,PASSED
OTHER,hydrology/evapotranspiration/03_evapotranspiration_domain_mean_timeseries_2016.pdf,32140,32140,5e8f4f75fc03026907fd1d9df72dce261908761411569c1f7a32feb967116957,5e8f4f75fc03026907fd1d9df72dce261908761411569c1f7a32feb967116957,PASSED
IMAGE,hydrology/evapotranspiration/03_evapotranspiration_domain_mean_timeseries_2016.png,976121,976121,cac5c5f1106e1b283a2b6afa5b338614700a0a3331d624188871aa99ea329b22,cac5c5f1106e1b283a2b6afa5b338614700a0a3331d624188871aa99ea329b22,PASSED
IMAGE,hydrology/evapotranspiration/01_evapotranspiration_annual_mean_2016.png,475488,475488,d277c7b39a468aea72c5a6936eafec27d2014d4ca15cc2bfcfafa64860f05354,d277c7b39a468aea72c5a6936eafec27d2014d4ca15cc2bfcfafa64860f05354,PASSED
METRICS,hydrology/evapotranspiration/evapotranspiration_annual_mean_2016.json,315,315,c549fe0d39cd2b8535b40a777ec2c03be8a52cdc5e016b919916b3941b121531,c549fe0d39cd2b8535b40a777ec2c03be8a52cdc5e016b919916b3941b121531,PASSED
OTHER,hydrology/evapotranspiration/02_evapotranspiration_differences_2016.pdf,135175,135175,3e95f8fdf22f9570c1005fa174107f88ca1df9b862b8a74a1d70fc160da8e077,3e95f8fdf22f9570c1005fa174107f88ca1df9b862b8a74a1d70fc160da8e077,PASSED
OTHER,hydrology/evapotranspiration/01_evapotranspiration_annual_mean_2016.pdf,118287,118287,72440b7abff9c7af406da75e8ba562ad91bb8c6908fdc6e18e3128436510fdb1,72440b7abff9c7af406da75e8ba562ad91bb8c6908fdc6e18e3128436510fdb1,PASSED
IMAGE,hydrology/evapotranspiration/evapotranspiration_annual_mean_2016.png,147293,147293,084636f2620e09ded88908713542d69bccfbcb977975f8caa6a81f92aaf12575,084636f2620e09ded88908713542d69bccfbcb977975f8caa6a81f92aaf12575,PASSED
CONFIG,hydrology/evapotranspiration/processing_log.yaml,1132,1132,4f284704bd307e25526de7b61e01a92f984e8a8f69d9b9b37f4f1dba5206f85c,4f284704bd307e25526de7b61e01a92f984e8a8f69d9b9b37f4f1dba5206f85c,PASSED
IMAGE,domain/01_domain_sebou_saiss_abhs.png,89641,89641,e62dbee2691164fdc9ecd6e2eeaddae9e79994fccc63a32e262f77d7aa3ae3ff,e62dbee2691164fdc9ecd6e2eeaddae9e79994fccc63a32e262f77d7aa3ae3ff,PASSED
IMAGE,domain/Fig0_c_topography.png,327957,327957,7979c8faddeca4b35f3408170bfb63ed84b7fbcb89dda941b5c58f615d62ec21,7979c8faddeca4b35f3408170bfb63ed84b7fbcb89dda941b5c58f615d62ec21,PASSED
IMAGE,domain/Fig0_b_soil_texture.png,297225,297225,7a4bdcffa29d81c487652eb21701433846e74d0980aa674e5790513918c1a57f,7a4bdcffa29d81c487652eb21701433846e74d0980aa674e5790513918c1a57f,PASSED
IMAGE,domain/Fig0_d_basins_and_insitudata.png,577462,577462,cdd924064aac75c0a0401fa8451861196421acb89ebb17485c11f76274e6c177,cdd924064aac75c0a0401fa8451861196421acb89ebb17485c11f76274e6c177,PASSED
IMAGE,domain/Fig0_a_landcover.png,403318,403318,9864a9e960ca5be6996d1fc1625619895bf05c77999345e9b83abbb680090204,9864a9e960ca5be6996d1fc1625619895bf05c77999345e9b83abbb680090204,PASSED
