experiment,lat_size,lon_size,lat_res,lon_res,lat_orient,lon_orient
OPL_noirr_2016,121,181,0.049999237,0.049987793,South-to-North,West-to-East
DA_nocdf_noirr_2016,121,181,0.049999237,0.049987793,South-to-North,West-to-East
DA_cdf_noirr_2016,121,181,0.049999237,0.049987793,South-to-North,West-to-East
