date,file_name,product,version,file_size_mb,status
2018-03-22,MCD15A2H.A2018081.h17v05.061.2021324051101.hdf,MCD15A2H,061,6.01,Downloaded
2018-03-30,MCD15A2H.A2018089.h17v05.061.2021324051315.hdf,MCD15A2H,061,6.18,Downloaded
2018-04-07,MCD15A2H.A2018097.h17v05.061.2021324051711.hdf,MCD15A2H,061,6.55,Downloaded
2018-04-15,MCD15A2H.A2018105.h17v05.061.2021328113020.hdf,MCD15A2H,061,5.7,Downloaded
2018-04-23,MCD15A2H.A2018113.h17v05.061.2021328113030.hdf,MCD15A2H,061,6.17,Downloaded
2018-05-01,MCD15A2H.A2018121.h17v05.061.2021331220116.hdf,MCD15A2H,061,6.15,Downloaded
2018-05-09,MCD15A2H.A2018129.h17v05.061.2021331220659.hdf,MCD15A2H,061,5.81,Downloaded
2018-05-17,MCD15A2H.A2018137.h17v05.061.2021331221118.hdf,MCD15A2H,061,6.08,Downloaded
2018-05-25,MCD15A2H.A2018145.h17v05.061.2021331221529.hdf,MCD15A2H,061,6.17,Downloaded
2018-06-02,MCD15A2H.A2018153.h17v05.061.2021334110650.hdf,MCD15A2H,061,5.83,Downloaded
2018-06-10,MCD15A2H.A2018161.h17v05.061.2021334112219.hdf,MCD15A2H,061,5.57,Downloaded
2018-06-18,MCD15A2H.A2018169.h17v05.061.2021335193323.hdf,MCD15A2H,061,5.17,Downloaded
2018-06-26,MCD15A2H.A2018177.h17v05.061.2021337223105.hdf,MCD15A2H,061,5.4,Downloaded
2018-07-04,MCD15A2H.A2018185.h17v05.061.2021337223939.hdf,MCD15A2H,061,5.06,Downloaded
2018-07-12,MCD15A2H.A2018193.h17v05.061.2021337224701.hdf,MCD15A2H,061,5.15,Downloaded
2018-07-20,MCD15A2H.A2018201.h17v05.061.2021349165758.hdf,MCD15A2H,061,4.98,Downloaded
2018-07-28,MCD15A2H.A2018209.h17v05.061.2021349171933.hdf,MCD15A2H,061,4.93,Downloaded
2018-08-05,MCD15A2H.A2018217.h17v05.061.2021349172244.hdf,MCD15A2H,061,5.14,Downloaded
2018-08-13,MCD15A2H.A2018225.h17v05.061.2021349174436.hdf,MCD15A2H,061,5.16,Downloaded
2018-08-21,MCD15A2H.A2018233.h17v05.061.2021349174709.hdf,MCD15A2H,061,5.04,Downloaded
2018-08-29,MCD15A2H.A2018241.h17v05.061.2021349175547.hdf,MCD15A2H,061,5.2,Downloaded
2018-09-06,MCD15A2H.A2018249.h17v05.061.2021349180521.hdf,MCD15A2H,061,5.56,Downloaded
2018-09-14,MCD15A2H.A2018257.h17v05.061.2021349180850.hdf,MCD15A2H,061,5.53,Downloaded
2018-09-22,MCD15A2H.A2018265.h17v05.061.2021349181546.hdf,MCD15A2H,061,5.3,Downloaded
2018-09-30,MCD15A2H.A2018273.h17v05.061.2021349181716.hdf,MCD15A2H,061,5.18,Downloaded
2018-10-08,MCD15A2H.A2018281.h17v05.061.2021349182034.hdf,MCD15A2H,061,5.53,Downloaded
2018-10-16,MCD15A2H.A2018289.h17v05.061.2021349182517.hdf,MCD15A2H,061,5.78,Downloaded
2018-10-24,MCD15A2H.A2018297.h17v05.061.2021349182927.hdf,MCD15A2H,061,5.49,Downloaded
2018-11-01,MCD15A2H.A2018305.h17v05.061.2021349183233.hdf,MCD15A2H,061,5.63,Downloaded
2018-11-09,MCD15A2H.A2018313.h17v05.061.2021349183521.hdf,MCD15A2H,061,5.61,Downloaded
2018-11-17,MCD15A2H.A2018321.h17v05.061.2021349183740.hdf,MCD15A2H,061,5.9,Downloaded
2018-11-25,MCD15A2H.A2018329.h17v05.061.2021349235235.hdf,MCD15A2H,061,5.6,Downloaded
2018-12-03,MCD15A2H.A2018337.h17v05.061.2021350040406.hdf,MCD15A2H,061,5.33,Downloaded
2018-12-11,MCD15A2H.A2018345.h17v05.061.2021350075518.hdf,MCD15A2H,061,5.73,Downloaded
2018-12-19,MCD15A2H.A2018353.h17v05.061.2021350113615.hdf,MCD15A2H,061,5.65,Downloaded
2018-12-27,MCD15A2H.A2018361.h17v05.061.2021361190552.hdf,MCD15A2H,061,5.58,Downloaded
2019-01-01,MCD15A2H.A2019001.h17v05.061.2020286144208.hdf,MCD15A2H,061,5.38,Downloaded
2019-01-09,MCD15A2H.A2019009.h17v05.061.2020286151552.hdf,MCD15A2H,061,5.38,Downloaded
2019-01-17,MCD15A2H.A2019017.h17v05.061.2020286160917.hdf,MCD15A2H,061,5.84,Downloaded
2019-01-25,MCD15A2H.A2019025.h17v05.061.2020286191437.hdf,MCD15A2H,061,5.65,Downloaded
2019-02-02,MCD15A2H.A2019033.h17v05.061.2020287083144.hdf,MCD15A2H,061,5.6,Downloaded
2019-02-10,MCD15A2H.A2019041.h17v05.061.2020288012313.hdf,MCD15A2H,061,5.49,Downloaded
2019-02-18,MCD15A2H.A2019049.h17v05.061.2020288132007.hdf,MCD15A2H,061,5.63,Downloaded
2019-02-26,MCD15A2H.A2019057.h17v05.061.2020289014245.hdf,MCD15A2H,061,5.51,Downloaded
2019-03-06,MCD15A2H.A2019065.h17v05.061.2020289141100.hdf,MCD15A2H,061,5.73,Downloaded
2019-03-14,MCD15A2H.A2019073.h17v05.061.2020290193317.hdf,MCD15A2H,061,5.5,Downloaded
2019-03-22,MCD15A2H.A2019081.h17v05.061.2020291060552.hdf,MCD15A2H,061,5.65,Downloaded
2019-03-30,MCD15A2H.A2019089.h17v05.061.2020291184449.hdf,MCD15A2H,061,6.09,Downloaded
2019-04-07,MCD15A2H.A2019097.h17v05.061.2020292090854.hdf,MCD15A2H,061,5.88,Downloaded
2019-04-15,MCD15A2H.A2019105.h17v05.061.2020292171708.hdf,MCD15A2H,061,5.82,Downloaded
2019-04-23,MCD15A2H.A2019113.h17v05.061.2020293071348.hdf,MCD15A2H,061,5.64,Downloaded
2019-05-01,MCD15A2H.A2019121.h17v05.061.2020293203236.hdf,MCD15A2H,061,5.63,Downloaded
2019-05-09,MCD15A2H.A2019129.h17v05.061.2020294042925.hdf,MCD15A2H,061,5.07,Downloaded
2019-05-17,MCD15A2H.A2019137.h17v05.061.2020294173823.hdf,MCD15A2H,061,5.54,Downloaded
2019-05-25,MCD15A2H.A2019145.h17v05.061.2020297210314.hdf,MCD15A2H,061,5.09,Downloaded
2019-06-02,MCD15A2H.A2019153.h17v05.061.2020298070614.hdf,MCD15A2H,061,5.15,Downloaded
2019-06-10,MCD15A2H.A2019161.h17v05.061.2020298153128.hdf,MCD15A2H,061,5.14,Downloaded
2019-06-18,MCD15A2H.A2019169.h17v05.061.2020298234445.hdf,MCD15A2H,061,5.1,Downloaded
2019-06-26,MCD15A2H.A2019177.h17v05.061.2020302063157.hdf,MCD15A2H,061,5.02,Downloaded
2019-07-04,MCD15A2H.A2019185.h17v05.061.2020303095921.hdf,MCD15A2H,061,5.17,Downloaded
2019-07-12,MCD15A2H.A2019193.h17v05.061.2020303201722.hdf,MCD15A2H,061,5.0,Downloaded
2019-07-20,MCD15A2H.A2019201.h17v05.061.2020304043734.hdf,MCD15A2H,061,5.01,Downloaded
2019-07-28,MCD15A2H.A2019209.h17v05.061.2020304102932.hdf,MCD15A2H,061,4.9,Downloaded
2019-08-05,MCD15A2H.A2019217.h17v05.061.2020304194530.hdf,MCD15A2H,061,4.98,Downloaded
2019-08-13,MCD15A2H.A2019225.h17v05.061.2020305234912.hdf,MCD15A2H,061,4.8,Downloaded
2019-08-21,MCD15A2H.A2019233.h17v05.061.2020306172247.hdf,MCD15A2H,061,5.13,Downloaded
2019-08-29,MCD15A2H.A2019241.h17v05.061.2020307144831.hdf,MCD15A2H,061,5.16,Downloaded
2019-09-06,MCD15A2H.A2019249.h17v05.061.2020308204703.hdf,MCD15A2H,061,5.41,Downloaded
2019-09-14,MCD15A2H.A2019257.h17v05.061.2020310101857.hdf,MCD15A2H,061,5.15,Downloaded
2019-09-22,MCD15A2H.A2019265.h17v05.061.2020312070745.hdf,MCD15A2H,061,4.91,Downloaded
2019-09-30,MCD15A2H.A2019273.h17v05.061.2020313064720.hdf,MCD15A2H,061,4.82,Downloaded
2019-10-08,MCD15A2H.A2019281.h17v05.061.2020314031430.hdf,MCD15A2H,061,5.22,Downloaded
2019-10-16,MCD15A2H.A2019289.h17v05.061.2020314230214.hdf,MCD15A2H,061,5.41,Downloaded
2019-10-24,MCD15A2H.A2019297.h17v05.061.2020316013844.hdf,MCD15A2H,061,5.23,Downloaded
2019-11-01,MCD15A2H.A2019305.h17v05.061.2020316195656.hdf,MCD15A2H,061,5.66,Downloaded
2019-11-09,MCD15A2H.A2019313.h17v05.061.2020317215820.hdf,MCD15A2H,061,5.5,Downloaded
2019-11-17,MCD15A2H.A2019321.h17v05.061.2020318152818.hdf,MCD15A2H,061,5.46,Downloaded
