experiment,file_pattern,variable_name,dimensions,units,long_name,first_date,last_date,min_value,max_value,nan_fraction
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Snowcover_tavg,"('north_south', 'east_west')",-,snow cover,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,GPP_tavg,"('north_south', 'east_west')",g m-2 s-1,gross primary production,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,NPP_tavg,"('north_south', 'east_west')",g m-2 s-1,net primary productivity,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Wind_f_tavg,"('north_south', 'east_west')",m s-1,wind speed,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Rainf_f_tavg,"('north_south', 'east_west')",kg m-2 s-1,rainfall flux,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Tair_f_tavg,"('north_south', 'east_west')",K,air temperature,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Qair_f_tavg,"('north_south', 'east_west')",kg kg-1,specific humidity,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Psurf_f_tavg,"('north_south', 'east_west')",Pa,surface pressure,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,SWdown_f_tavg,"('north_south', 'east_west')",W m-2,surface downward shortwave radiation,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,LWdown_f_tavg,"('north_south', 'east_west')",W m-2,surface downward longwave radiation,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,LAI_tavg,"('north_south', 'east_west')",-,leaf area index,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,SAI_tavg,"('north_south', 'east_west')",-,stem area index,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,Greenness_tavg,"('north_south', 'east_west')",-,green vegetation fraction,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,TotalPrecip_tavg,"('north_south', 'east_west')",kg m-2 s-1,total precipitation amount,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,WT_tavg,"('north_south', 'east_west')",mm,water in aquifer and saturated soil,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,LeafMass_tavg,"('north_south', 'east_west')",g m-2,leaf mass,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,RootMass_tavg,"('north_south', 'east_west')",g m-2,mass of fine roots,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
DA_smap_cdf_noirr_2016,/home/mohammad.elaabaribao/lustre/empowermed-ahl6xm8o7mg/users/mohammad.elaabaribao/NoahMP_Morocco/experiments/NorthMor/matrix_2016/DA_cdf_noirr_2016/output/2016-*/SURFACEMODEL/2016*/LIS_HIST*.nc,StemMass_tavg,"('north_south', 'east_west')",g m-2,mass of wood stem,LIS_HIST_201601020000.d01.nc,LIS_HIST_201612310000.d01.nc,Compute omitted (too slow),Compute omitted (too slow),Compute omitted
